Resource,region,region_tech,technology,cluster,R_ID,Zone,Num_VRE_Bins,THERM,VRE,MUST_RUN,STOR,FLEX,HYDRO,LDS,CapRes_1,CapRes_2,Min_Share,Max_Share,Existing_Cap_MWh,Existing_Cap_MW,Existing_Charge_Cap_MW,num_units,unmodified_existing_cap_mw,New_Build,Cap_Size,Min_Cap_MW,Max_Cap_MW,Max_Cap_MWh,Min_Cap_MWh,Max_Charge_Cap_MW,Min_Charge_Cap_MW,Min_Share_percent,Max_Share_percent,capex_mw,Inv_Cost_per_MWyr,Fixed_OM_Cost_per_MWyr,capex_mwh,Inv_Cost_per_MWhyr,Fixed_OM_Cost_per_MWhyr,Var_OM_Cost_per_MWh,Var_OM_Cost_per_MWh_In,Inv_Cost_Charge_per_MWyr,Fixed_OM_Cost_Charge_per_MWyr,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Heat_Rate_MMBTU_per_MWh,heat_rate_mmbtu_mwh_iqr,heat_rate_mmbtu_mwh_std,Fuel,Min_Power,Self_Disch,Eff_Up,Eff_Down,Hydro_Energy_to_Power_Ratio,Min_Duration,Max_Duration,Reg_Max,Rsv_Max,Reg_Cost,Rsv_Cost,Max_Flexible_Demand_Delay,Max_Flexible_Demand_Advance,Flexible_Demand_Energy_Eff,CO2_Capture_Rate,CO2_Capture_Cost_per_Metric_Ton,co2_pipeline_annuity_mw,co2_pipeline_capex_mw,storage_cost_tonne,tonne_co2_captured_mwh,co2_cost_mwh,Ramp_Up_Percentage,Ramp_Dn_Percentage,Up_Time,Down_Time,spur_miles,spur_capex,offshore_spur_miles,offshore_spur_capex,tx_miles,tx_capex,interconnect_annuity,interconnect_capex_mw,regional_cost_multiplier,Capital_Recovery_Period,WACC,Lifetime,Min_Retired_Cap_MW,Min_Retired_Energy_Cap_MW,Min_Retired_Charge_Cap_MW,variable_CF,RETRO,Num_RETRO_Sources,Retro1_Source,Retro1_Efficiency,Retro1_Inv_Cost_per_MWyr,Retro2_Source,Retro2_Efficiency,Retro2_Inv_Cost_per_MWyr,CapRes_3,CapRes_4,CapRes_5,CapRes_6,CapRes_7,CapRes_8,CapRes_9,CapRes_10,ESR_1,ESR_2,ESR_3,ESR_4,ESR_5,ESR_6,ESR_7,ESR_8,ESR_9,ESR_10,ESR_11,ESR_12,ESR_13,ESR_14,ESR_15,ESR_16,MinCapTag_1,MinCapTag_2,MinCapTag_3,MinCapTag_4,MinCapTag_5,Retro3_Source,Retro3_Efficiency,gen_is_variable,Retro3_Inv_Cost_per_MWyr,wacc_real,old_Inv_Cost_per_MWyr,old_Inv_Cost_per_MWhyr,original_Fixed_OM_Cost_per_MWyr,original_Fixed_OM_Cost_per_MWhyr
SPPS_natural_gas_fired_combustion_turbine_2,SPPS,SPPS_Natural Gas Fired Combustion Turbine,Natural Gas Fired Combustion Turbine,2,331,20,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,3385.0,0,32,3384.992,-1,105.78,0,0.0,0,0,0,0,0,0,0.0,0,10314,0.0,0,0,5.28,0.0,0,0,119,3.5,11.43,2.293,1.279,west_south_central_naturalgas,0.3,0,1.0,1.0,0.0,0,0,0.106666667,0.213333333,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.78,3.78,1,1,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,10314,0
SPPS_natural_gas_fired_combustion_turbine_3,SPPS,SPPS_Natural Gas Fired Combustion Turbine,Natural Gas Fired Combustion Turbine,3,332,20,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,14.0,0,4,13.6,-1,3.4,0,0.0,0,0,0,0,0,0,0.0,0,13945,0.0,0,0,5.28,0.0,0,0,119,3.5,14.08,0.0,0.0,west_south_central_naturalgas,0.3,0,1.0,1.0,0.0,0,0,0.106666667,0.213333333,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.78,3.78,1,1,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,13945,0
SPPS_natural_gas_internal_combustion_engine_1,SPPS,SPPS_Natural Gas Internal Combustion Engine,Natural Gas Internal Combustion Engine,1,333,20,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,461.0,0,58,460.81,-1,7.94,0,0.0,0,0,0,0,0,0,0.0,0,21000,0.0,0,0,4.88,0.0,0,0,38,0.0,9.48,0.3,0.67,west_south_central_naturalgas,0.18,0,1.0,1.0,0.0,0,0,0.106666667,0.213333333,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.78,3.78,1,1,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,21000,0
SPPS_natural_gas_steam_turbine_1,SPPS,SPPS_Natural Gas Steam Turbine,Natural Gas Steam Turbine,1,334,20,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,524.0,0,4,524.1,-1,131.02,0,0.0,0,0,0,0,0,0,0.0,0,51303,0.0,0,0,1.06,0.0,0,0,87,13.7,10.66,1.553,0.901,west_south_central_naturalgas,0.5,0,1.0,1.0,0.0,0,0,0.63,1.26,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.64,0.64,6,6,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,51303,0
SPPS_onshore_wind_turbine_1,SPPS,SPPS_Onshore Wind Turbine,Onshore Wind Turbine,1,335,20,1,0,1,0,0,0,0,0,0.0,0.0,0,0,0.0,19179.0,0,126,19178.964,-1,152.21,0,0.0,0,0,0,0,0,0,0.0,0,43000,0.0,0,0,0.0,0.0,0,0,0,0.0,8.99,0.443,0.21,None,0.0,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.330762573,0,0,0,0,0,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.05,0,0,43000,0
SPPS_petroleum_liquids_1,SPPS,SPPS_Petroleum Liquids,Petroleum Liquids,1,336,20,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,30.0,0,13,29.796,-1,2.29,0,0.0,0,0,0,0,0,0,0.0,0,21000,0.0,0,0,5.43,0.0,0,0,38,0.0,10.56,1.883,0.877,west_south_central_distillate,0.18,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.78,3.78,1,1,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,21000,0
SPPS_small_hydroelectric_1,SPPS,SPPS_Small Hydroelectric,Small Hydroelectric,1,337,20,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0.0,40.0,0,11,89.1,-1,3.62,0,0.0,0,0,0,0,0,0,0.0,0,47048,0.0,0,0,0.0,0.0,0,0,0,0.0,8.77,0.0,0.0,None,0.264,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.168859415,0,0,0,0,0,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,47048,0
SPPS_solar_photovoltaic_1,SPPS,SPPS_Solar Photovoltaic,Solar Photovoltaic,1,338,20,1,0,1,0,0,0,0,0,0.0,0.0,0,0,0.0,335.0,0,33,334.785,-1,10.14,0,0.0,0,0,0,0,0,0,0.0,0,22623,0.0,0,0,0.0,0.0,0,0,0,0.0,8.94,0.443,0.216,None,0.0,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.253192753,0,0,0,0,0,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.05,0,0,22623,0
SRCA_batteries_1,SRCA,SRCA_Batteries,Batteries,1,339,21,0,0,0,0,1,0,0,0,0.0,0.0,0,0,300.0,161.0,0,28,160.804,-1,5.74,0,0.0,0,0,0,0,0,0,0.0,0,6235,0.0,0,0,0.15,0.15,0,0,0,0.0,9.22,0.0,0.214,None,0.0,0,0.92,0.92,0.0,1,10,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,6235,0
SRCA_biomass_1,SRCA,SRCA_Biomass,Biomass,1,340,21,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0.0,78.0,0,116,383.496,-1,0.68,0,0.0,0,0,0,0,0,0,0.0,0,150850,0.0,0,0,5.41,0.0,0,0,172,0.0,12.58,1.037,1.831,waste_biomass,0.285,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.05,0,0,150850,0
SRCA_biomass_2,SRCA,SRCA_Biomass,Biomass,2,341,21,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0.0,37.0,0,5,182.2,-1,7.46,0,0.0,0,0,0,0,0,0,0.0,0,150850,0.0,0,0,10.38,0.0,0,0,172,0.0,24.16,4.343,4.297,waste_biomass,0.204,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.05,0,0,150850,0
SRCA_conventional_hydroelectric_1,SRCA,SRCA_Conventional Hydroelectric,Conventional Hydroelectric,1,342,21,0,0,0,0,0,0,1,0,0.0,0.0,0,0,0.0,1222.0,0,33,1222.386,-1,37.04,0,0.0,0,0,0,0,0,0,0.0,0,47048,0.0,0,0,0.0,0.0,0,0,0,0.0,8.79,0.0,0.174,None,0.107,0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.161065824,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.05,0,0,47048,0
SRCA_conventional_steam_coal_1,SRCA,SRCA_Conventional Steam Coal,Conventional Steam Coal,1,343,21,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,11113.0,0,18,11113.002,-1,617.39,0,0.0,0,0,0,0,0,0,0.0,0,64682,0.0,0,0,1.88,0.0,0,0,124,16.5,10.31,0.813,0.73,south_atlantic_coal,0.5,0,1.0,1.0,0.0,0,0,0.095,0.19,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.57,0.57,24,24,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,64682,0
SRCA_conventional_steam_coal_2,SRCA,SRCA_Conventional Steam Coal,Conventional Steam Coal,2,344,21,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,1424.0,0,2,1424.0,-1,712.0,0,0.0,0,0,0,0,0,0,0.0,0,65426,0.0,0,0,1.88,0.0,0,0,124,16.5,13.54,1.044,1.476,south_atlantic_coal,0.5,0,1.0,1.0,0.0,0,0,0.095,0.19,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.57,0.57,24,24,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,65426,0
SRCA_hydroelectric_pumped_storage_1,SRCA,SRCA_Hydroelectric Pumped Storage,Hydroelectric Pumped Storage,1,345,21,0,0,0,0,1,0,0,0,0.0,0.0,0,0,43338.0,2796.0,0,16,2796.0,-1,174.75,0,0.0,0,0,0,0,0,0,0.0,0,47048,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.747,0,0.866,0.866,0.0,1,20,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,47048,0
SRCA_natural_gas_fired_combined_cycle_1,SRCA,SRCA_Natural Gas Fired Combined Cycle,Natural Gas Fired Combined Cycle,1,346,21,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,8998.0,0,14,8998.206,-1,642.73,0,0.0,0,0,0,0,0,0,0.0,0,10440,0.0,0,0,3.6,0.0,0,0,92,2.0,7.17,0.291,0.487,south_atlantic_naturalgas,0.3,0,1.0,1.0,0.0,0,0,0.106666667,0.213333333,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.64,0.64,6,6,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,10440,0
SRCA_natural_gas_fired_combined_cycle_2,SRCA,SRCA_Natural Gas Fired Combined Cycle,Natural Gas Fired Combined Cycle,2,347,21,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,316.0,0,2,316.0,-1,158.0,0,0.0,0,0,0,0,0,0,0.0,0,16492,0.0,0,0,4.55,0.0,0,0,92,2.0,13.85,4.228,5.98,south_atlantic_naturalgas,0.3,0,1.0,1.0,0.0,0,0,0.106666667,0.213333333,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.64,0.64,6,6,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,16492,0
SRCA_natural_gas_fired_combustion_turbine_1,SRCA,SRCA_Natural Gas Fired Combustion Turbine,Natural Gas Fired Combustion Turbine,1,348,21,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,438.0,0,22,438.196,-1,19.92,0,0.0,0,0,0,0,0,0,0.0,0,13945,0.0,0,0,5.28,0.0,0,0,119,3.5,11.23,2.194,3.007,south_atlantic_naturalgas,0.3,0,1.0,1.0,0.0,0,0,0.106666667,0.213333333,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.78,3.78,1,1,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,13945,0
SRCA_natural_gas_fired_combustion_turbine_2,SRCA,SRCA_Natural Gas Fired Combustion Turbine,Natural Gas Fired Combustion Turbine,2,349,21,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,9808.0,0,74,9808.182,-1,132.54,0,0.0,0,0,0,0,0,0,0.0,0,9726,0.0,0,0,5.28,0.0,0,0,119,3.5,11.39,0.751,0.885,south_atlantic_naturalgas,0.3,0,1.0,1.0,0.0,0,0,0.106666667,0.213333333,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.78,3.78,1,1,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,9726,0
SRCA_natural_gas_steam_turbine_1,SRCA,SRCA_Natural Gas Steam Turbine,Natural Gas Steam Turbine,1,350,21,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,566.0,0,6,565.698,-1,94.28,0,0.0,0,0,0,0,0,0,0.0,0,51303,0.0,0,0,1.06,0.0,0,0,87,13.7,9.82,0.0,0.341,south_atlantic_naturalgas,0.5,0,1.0,1.0,0.0,0,0,0.63,1.26,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.64,0.64,6,6,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,51303,0
SRCA_nuclear_1,SRCA,SRCA_Nuclear,Nuclear,1,351,21,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,12105.0,0,12,12104.604,-1,1008.72,0,0.0,0,0,0,0,0,0,0.0,0,216683,0.0,0,0,2.84,0.0,0,0,248,0.0,10.45,0.0,0.0,south_atlantic_uranium,0.5,0,1.0,1.0,0.0,0,0,0.041666667,0.083333333,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,24,24,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.05,0,0,216683,0
SRCA_petroleum_liquids_1,SRCA,SRCA_Petroleum Liquids,Petroleum Liquids,1,352,21,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,446.0,0,110,445.83,-1,4.05,0,0.0,0,0,0,0,0,0,0.0,0,21000,0.0,0,0,5.98,0.0,0,0,38,0.0,11.63,2.29,4.374,south_atlantic_distillate,0.18,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.78,3.78,1,1,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,21000,0
SRCA_small_hydroelectric_1,SRCA,SRCA_Small Hydroelectric,Small Hydroelectric,1,353,21,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0.0,31.0,0,52,102.492,-1,0.59,0,0.0,0,0,0,0,0,0,0.0,0,47048,0.0,0,0,0.0,0.0,0,0,0,0.0,8.77,0.0,0.013,None,0.607,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.161065824,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.05,0,0,47048,0
SRCA_solar_photovoltaic_1,SRCA,SRCA_Solar Photovoltaic,Solar Photovoltaic,1,354,21,1,0,1,0,0,0,0,0,0.0,0.0,0,0,0.0,7907.0,0,828,7906.572,-1,9.55,0,0.0,0,0,0,0,0,0,0.0,0,22623,0.0,0,0,0.0,0.0,0,0,0,0.0,9.06,0.443,0.222,None,0.0,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.191466416,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.05,0,0,22623,0
SRCE_batteries_1,SRCE,SRCE_Batteries,Batteries,1,355,22,0,0,0,0,1,0,0,0,0.0,0.0,0,0,245.0,122.0,0,5,122.3,-1,24.46,0,0.0,0,0,0,0,0,0,0.0,0,6235,0.0,0,0,0.15,0.15,0,0,0,0.0,9.21,0.0,0.0,None,0.0,0,0.92,0.92,0.0,1,10,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,6235,0
SRCE_biomass_1,SRCE,SRCE_Biomass,Biomass,1,356,22,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0.0,15.0,0,33,100.914,-1,0.46,0,0.0,0,0,0,0,0,0,0.0,0,150850,0.0,0,0,4.29,0.0,0,0,172,0.0,9.98,1.976,1.444,waste_biomass,0.145,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.05,0,0,150850,0
SRCE_biomass_2,SRCE,SRCE_Biomass,Biomass,2,357,22,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0.0,20.0,0,6,133.998,-1,3.36,0,0.0,0,0,0,0,0,0,0.0,0,150850,0.0,0,0,14.14,0.0,0,0,172,0.0,32.9,8.835,5.881,waste_biomass,0.091,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.05,0,0,150850,0
SRCE_conventional_hydroelectric_1,SRCE,SRCE_Conventional Hydroelectric,Conventional Hydroelectric,1,358,22,0,0,0,0,0,0,1,0,0.0,0.0,0,0,0.0,4439.0,0,135,4439.34,-1,32.88,0,0.0,0,0,0,0,0,0,0.0,0,47048,0.0,0,0,0.0,0.0,0,0,0,0.0,8.77,0.0,0.127,None,0.127,0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.361773415,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.05,0,0,47048,0
SRCE_conventional_steam_coal_1,SRCE,SRCE_Conventional Steam Coal,Conventional Steam Coal,1,359,22,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,1469.0,0,10,1468.8,-1,146.88,0,0.0,0,0,0,0,0,0,0.0,0,71347,0.0,0,0,1.88,0.0,0,0,124,16.5,10.49,0.573,1.156,east_south_central_coal,0.5,0,1.0,1.0,0.0,0,0,0.095,0.19,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.57,0.57,24,24,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,71347,0
SRCE_conventional_steam_coal_2,SRCE,SRCE_Conventional Steam Coal,Conventional Steam Coal,2,360,22,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,6216.0,0,19,6216.002,-1,327.16,0,0.0,0,0,0,0,0,0,0.0,0,60862,0.0,0,0,1.88,0.0,0,0,124,16.5,10.74,1.377,0.937,east_south_central_coal,0.5,0,1.0,1.0,0.0,0,0,0.095,0.19,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.57,0.57,24,24,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,60862,0
