Resource,Zone,StartCap,RetCap,NewCap,EndCap,StartEnergyCap,RetEnergyCap,NewEnergyCap,EndEnergyCap,StartChargeCap,RetChargeCap,NewChargeCap,EndChargeCap
CASO_natural_gas_fired_combined_cycle_1,3,8797.79,0.0,0.0,8797.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_natural_gas_fired_combustion_turbine_1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_natural_gas_internal_combustion_engine_1,3,48.59,0.0,0.0,48.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_onshore_wind_turbine_1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_petroleum_liquids_1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_small_hydroelectric_1,3,65.71,0.0,0.0,65.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_solar_photovoltaic_1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_biomass_1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_conventional_hydroelectric_1,4,43.5,0.0,0.0,43.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_conventional_steam_coal_1,4,898.0,0.0,0.0,898.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_natural_gas_fired_combined_cycle_1,4,35447.7,0.0,0.0,35447.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_natural_gas_fired_combustion_turbine_1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_natural_gas_internal_combustion_engine_1,4,250.9,0.0,0.0,250.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_natural_gas_steam_turbine_1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_nuclear_1,4,3737.0,0.0,0.0,3737.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_petroleum_liquids_1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_solar_photovoltaic_1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISNE_biomass_1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISNE_conventional_hydroelectric_1,5,464.82,0.0,0.0,464.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISNE_hydroelectric_pumped_storage_1,5,1768.0,0.0,0.0,1768.0,27404.0,0.0,0.0,27404.0,0.0,0.0,0.0,0.0
ISNE_natural_gas_fired_combined_cycle_1,5,13362.0,0.0,0.0,13362.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISNE_natural_gas_fired_combustion_turbine_1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISNE_natural_gas_internal_combustion_engine_1,5,52.39,0.0,0.0,52.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISNE_natural_gas_steam_turbine_1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISNE_nuclear_1,5,3348.1,0.0,0.0,3348.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISNE_onshore_wind_turbine_1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISNE_petroleum_liquids_1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISNE_small_hydroelectric_1,5,203.63,0.0,0.0,203.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISNE_solar_photovoltaic_1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISC_biomass_1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISC_conventional_hydroelectric_1,6,276.6,0.0,0.0,276.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISC_conventional_steam_coal_1,6,2698.4,0.0,0.0,2698.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISC_hydroelectric_pumped_storage_1,6,471.0,0.0,0.0,471.0,7300.5,0.0,0.0,7300.5,0.0,0.0,0.0,0.0
MISC_natural_gas_fired_combined_cycle_1,6,5037.1,0.0,0.0,5037.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISC_natural_gas_fired_combustion_turbine_1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISC_natural_gas_internal_combustion_engine_1,6,34.79,0.0,0.0,34.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISC_natural_gas_steam_turbine_1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISC_nuclear_1,6,2373.0,0.0,0.0,2373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISC_onshore_wind_turbine_1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISC_petroleum_liquids_1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISC_small_hydroelectric_1,6,12.89,0.0,0.0,12.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISC_solar_photovoltaic_1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISE_biomass_1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISE_conventional_steam_coal_1,7,61.4,0.0,0.0,61.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISE_hydroelectric_pumped_storage_1,7,2047.0000000000002,0.0,0.0,2047.0000000000002,31728.5,0.0,0.0,31728.5,0.0,0.0,0.0,0.0
MISE_natural_gas_fired_combined_cycle_1,7,4663.6,0.0,0.0,4663.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISE_natural_gas_fired_combustion_turbine_1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISE_natural_gas_internal_combustion_engine_1,7,80.9,0.0,0.0,80.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISE_natural_gas_steam_turbine_1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISE_nuclear_1,7,1161.0,0.0,0.0,1161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISE_onshore_wind_turbine_1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISE_small_hydroelectric_1,7,10.17,0.0,0.0,10.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISE_solar_photovoltaic_1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISS_biomass_1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISS_conventional_hydroelectric_1,8,521.4,0.0,0.0,521.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISS_conventional_steam_coal_1,8,680.0,0.0,0.0,680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISS_natural_gas_fired_combined_cycle_1,8,20444.3,0.0,0.0,20444.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISS_natural_gas_fired_combustion_turbine_1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISS_natural_gas_internal_combustion_engine_1,8,107.79,0.0,0.0,107.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISS_natural_gas_steam_turbine_1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISS_nuclear_1,8,5426.0,0.0,0.0,5426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISS_onshore_wind_turbine_1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISS_petroleum_liquids_1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISS_small_hydroelectric_1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISS_solar_photovoltaic_1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISW_biomass_1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISW_conventional_hydroelectric_1,9,67.3,0.0,0.0,67.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISW_conventional_steam_coal_1,9,3174.5,0.0,0.0,3174.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISW_natural_gas_fired_combined_cycle_1,9,8139.490000000001,0.0,0.0,8139.490000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISW_natural_gas_fired_combustion_turbine_1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISW_natural_gas_internal_combustion_engine_1,9,664.78,0.0,0.0,664.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISW_natural_gas_steam_turbine_1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISW_nuclear_1,9,2343.0,0.0,0.0,2343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISW_onshore_wind_turbine_1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISW_petroleum_liquids_1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISW_small_hydroelectric_1,9,125.39,0.0,0.0,125.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISW_solar_photovoltaic_1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWPP_biomass_1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWPP_conventional_hydroelectric_1,10,28365.9,0.0,0.0,28365.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWPP_conventional_steam_coal_1,10,889.0,0.0,0.0,889.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWPP_hydroelectric_pumped_storage_1,10,314.0,0.0,0.0,314.0,4867.0,0.0,0.0,4867.0,0.0,0.0,0.0,0.0
NWPP_natural_gas_fired_combined_cycle_1,10,6421.2,0.0,0.0,6421.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWPP_natural_gas_fired_combustion_turbine_1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWPP_natural_gas_internal_combustion_engine_1,10,304.99,0.0,0.0,304.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWPP_natural_gas_steam_turbine_1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWPP_nuclear_1,10,1172.0,0.0,0.0,1172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWPP_onshore_wind_turbine_1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWPP_petroleum_liquids_1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWPP_small_hydroelectric_1,10,365.75,0.0,0.0,365.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWPP_solar_photovoltaic_1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYCW_biomass_1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYCW_natural_gas_fired_combined_cycle_1,11,4184.19,0.0,0.0,4184.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYCW_natural_gas_fired_combustion_turbine_1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYCW_natural_gas_internal_combustion_engine_1,11,37.41,0.0,0.0,37.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYCW_natural_gas_steam_turbine_1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYCW_petroleum_liquids_1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYCW_solar_photovoltaic_1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYUP_biomass_1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYUP_conventional_hydroelectric_1,12,3438.8,0.0,0.0,3438.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYUP_hydroelectric_pumped_storage_1,12,1405.1,0.0,0.0,1405.1,21779.05,0.0,0.0,21779.05,0.0,0.0,0.0,0.0
NYUP_natural_gas_fired_combined_cycle_1,12,7952.59,0.0,0.0,7952.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYUP_natural_gas_fired_combustion_turbine_1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYUP_natural_gas_internal_combustion_engine_1,12,18.5,0.0,0.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYUP_natural_gas_steam_turbine_1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYUP_nuclear_1,12,2155.6,0.0,0.0,2155.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYUP_onshore_wind_turbine_1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYUP_petroleum_liquids_1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYUP_small_hydroelectric_1,12,231.34,0.0,0.0,231.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYUP_solar_photovoltaic_1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PJMC_biomass_1,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PJMC_conventional_hydroelectric_1,13,10.4,0.0,0.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PJMC_conventional_steam_coal_1,13,42.4,0.0,0.0,42.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PJMC_natural_gas_fired_combined_cycle_1,13,5034.2,0.0,0.0,5034.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PJMC_natural_gas_fired_combustion_turbine_1,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PJMC_natural_gas_internal_combustion_engine_1,13,104.58,0.0,0.0,104.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PJMC_natural_gas_steam_turbine_1,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PJMC_nuclear_1,13,6516.0,0.0,0.0,6516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PJMC_onshore_wind_turbine_1,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PJMC_petroleum_liquids_1,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PJMC_small_hydroelectric_1,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PJMC_solar_photovoltaic_1,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PJMD_biomass_1,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PJMD_conventional_hydroelectric_1,14,613.1,0.0,0.0,613.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PJMD_conventional_steam_coal_1,14,913.5,0.0,0.0,913.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PJMD_hydroelectric_pumped_storage_1,14,3003.0,0.0,0.0,3003.0,46546.5,0.0,0.0,46546.5,0.0,0.0,0.0,0.0
PJMD_natural_gas_fired_combined_cycle_1,14,7486.4,0.0,0.0,7486.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PJMD_natural_gas_fired_combustion_turbine_1,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PJMD_natural_gas_internal_combustion_engine_1,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PJMD_natural_gas_steam_turbine_1,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PJMD_nuclear_1,14,3708.0,0.0,0.0,3708.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PJMD_petroleum_liquids_1,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PJMD_small_hydroelectric_1,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PJMD_solar_photovoltaic_1,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PJME_biomass_1,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PJME_conventional_hydroelectric_1,15,579.1,0.0,0.0,579.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PJME_conventional_steam_coal_1,15,1762.1,0.0,0.0,1762.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PJME_hydroelectric_pumped_storage_1,15,1972.0,0.0,0.0,1972.0,30566.0,0.0,0.0,30566.0,0.0,0.0,0.0,0.0
PJME_natural_gas_fired_combined_cycle_1,15,27505.1,0.0,0.0,27505.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PJME_natural_gas_fired_combustion_turbine_1,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PJME_natural_gas_internal_combustion_engine_1,15,222.98,0.0,0.0,222.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PJME_natural_gas_steam_turbine_1,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PJME_nuclear_1,15,12762.7,0.0,0.0,12762.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PJME_petroleum_liquids_1,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PJME_small_hydroelectric_1,15,57.84,0.0,0.0,57.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PJME_solar_photovoltaic_1,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PJMW_biomass_1,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PJMW_conventional_hydroelectric_1,16,626.0,0.0,0.0,626.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PJMW_conventional_steam_coal_1,16,2197.5,0.0,0.0,2197.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PJMW_hydroelectric_pumped_storage_1,16,238.0,0.0,0.0,238.0,3689.0,0.0,0.0,3689.0,0.0,0.0,0.0,0.0
PJMW_natural_gas_fired_combined_cycle_1,16,19049.4,0.0,0.0,19049.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PJMW_natural_gas_fired_combustion_turbine_1,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PJMW_natural_gas_internal_combustion_engine_1,16,76.4,0.0,0.0,76.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PJMW_natural_gas_steam_turbine_1,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PJMW_nuclear_1,16,6326.0,0.0,0.0,6326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PJMW_onshore_wind_turbine_1,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PJMW_petroleum_liquids_1,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PJMW_small_hydroelectric_1,16,100.22,0.0,0.0,100.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PJMW_solar_photovoltaic_1,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RMRG_biomass_1,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RMRG_conventional_hydroelectric_1,17,579.7,0.0,0.0,579.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RMRG_conventional_steam_coal_1,17,1531.0,0.0,0.0,1531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RMRG_hydroelectric_pumped_storage_1,17,580.8,0.0,0.0,580.8,9002.4,0.0,0.0,9002.4,0.0,0.0,0.0,0.0
RMRG_natural_gas_fired_combined_cycle_1,17,3477.5,0.0,0.0,3477.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RMRG_natural_gas_fired_combustion_turbine_1,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RMRG_natural_gas_internal_combustion_engine_1,17,243.39,0.0,0.0,243.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RMRG_onshore_wind_turbine_1,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RMRG_small_hydroelectric_1,17,80.7,0.0,0.0,80.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RMRG_solar_photovoltaic_1,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPC_biomass_1,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPC_conventional_hydroelectric_1,18,52.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPC_conventional_steam_coal_1,18,1152.0,0.0,0.0,1152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPC_natural_gas_fired_combined_cycle_1,18,1782.0,0.0,0.0,1782.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPC_natural_gas_fired_combustion_turbine_1,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPC_natural_gas_internal_combustion_engine_1,18,307.79,0.0,0.0,307.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPC_natural_gas_steam_turbine_1,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPC_nuclear_1,18,1255.0,0.0,0.0,1255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
